Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_20_20260327231857.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_19_20260327221231.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_15_20260327210606.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_14_20260327195941.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_13_20260327185315.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_12_20260327174650.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_4_20260327164027.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_2_20260327153359.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_18_20260327120051.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_17_20260327105425.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_16_20260327094800.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_11_20260327062843.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_10_20260327052217.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_9_20260327041551.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_8_20260327030927.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_7_20260327020303.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_6_20260327005639.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_5_20260326235014.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_3_20260326224350.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_1_20260326203102.raw
A2ASQ1	AGRIN_MOUSE	Agrn	Agrin	58	58	4.16956e+07	2.65681e+07	1.42831e+07	2.45005e+07	1.37073e+07	1.43826e+07	2.29339e+07	2.64445e+07	5.21191e+06	6.05914e+06	5.59526e+06	1.06568e+07	6.43835e+06	9.98944e+06	4.04303e+06	3.79479e+06	3.54836e+06	4.92798e+06	8.68193e+06	9.03538e+06
A2ASZ8	SCMC2_MOUSE	Slc25a25	Calcium-binding mitochondrial carrier protein SCaMC-2	24	23	2.17489e+07	1.061e+07	6.26312e+06	1.20569e+07	8.93995e+06	8.13162e+06	5.45022e+06	4.29762e+06	2.18993e+06	2.48227e+06	3.224e+06	3.37168e+06	1.51775e+06	2.47111e+06	947550	600971	524456	1.519e+06	1.43794e+06	1.18765e+06
A2AT37	RENT2_MOUSE	Upf2	Regulator of nonsense transcripts 2	25	25	1.58728e+07	6.58454e+06	7.89842e+06	8.75783e+06	6.87298e+06	6.34322e+06	1.05066e+07	1.12859e+07	1.32899e+06	1.85591e+06	2.4808e+06	3.57668e+06	1.42539e+06	2.67662e+06	1.47458e+06	1.10148e+06	1.02102e+06	1.30376e+06	2.29729e+06	2.0824e+06
A2AUY4	BAZ2B_MOUSE	Baz2b	Bromodomain adjacent to zinc finger domain protein 2B	2	2	19108.5		15788.1		27665	3424.16	12318.5	25777.6												
A2AWA9	RBGP1_MOUSE	Rabgap1	Rab GTPase-activating protein 1	35	33	1.72091e+07	7.62636e+06	5.36687e+06	1.02679e+07	5.22851e+06	4.29917e+06	1.01737e+07	1.47407e+07	1.59131e+06	2.25836e+06	2.28947e+06	3.16242e+06	1.90223e+06	3.89038e+06	2.3149e+06	1.17351e+06	1.59068e+06	1.64723e+06	2.12519e+06	2.71567e+06
A2AWL7	MGAP_MOUSE	Mga	MAX gene-associated protein	20	20	4.12106e+07	1.04877e+07	2.35165e+07	2.30671e+07	2.01385e+07	1.9013e+07	2.60793e+07	3.8089e+07	4.71463e+06	6.61368e+06	7.03029e+06	8.78407e+06	7.25149e+06	4.29766e+06	6.83791e+06	5.96401e+06		4.9227e+06	8.52119e+06	7.92658e+06
A2AWP8	ARGAL_MOUSE	Arhgef10l	Rho guanine nucleotide exchange factor 10-like protein	9	9	987581	399828	218143	276363	212052	168439	278209	267883	69325.3	97699	115562	145775	128669	177388			35809.6	86492.8		
A2AWT3	AT7L3_MOUSE	Atxn7l3	Ataxin-7-like protein 3	3	3	234803	100149	148062	188178	117530	112600	168809	169967	24667.5	84585.9	69315	75635.5	36670.5	67924.6				37563.4	69542.6	66869
A2BDX3	MOCS3_MOUSE	Mocs3	Adenylyltransferase and sulfurtransferase MOCS3	18	18	1.2455e+07	6.78123e+06	4.66039e+06	8.55702e+06	4.77109e+06	4.31515e+06	5.17518e+06	5.60375e+06	1.55163e+06	2.46433e+06	2.2932e+06	3.32148e+06	1.42326e+06	3.11745e+06	381819	441846	549814	803165	1.56902e+06	1.35038e+06
A2BE28	LAS1L_MOUSE	Las1l	Ribosomal biogenesis protein LAS1L	3	3	1.27023e+06	936246		1.40447e+06	412187	422392		445810	314962					369649						
A2BH40	ARI1A_MOUSE	Arid1a	AT-rich interactive domain-containing protein 1A	48	45	1.0185e+07	4.87573e+06	4.74583e+06	7.06435e+06	4.95651e+06	4.1903e+06	8.3236e+06	1.53978e+07	1.04394e+06	1.71521e+06	1.69063e+06	2.48089e+06	1.46634e+06	2.03907e+06	1.71295e+06	1.23153e+06	1.67101e+06	1.8575e+06	2.36974e+06	2.72421e+06
A2CG49	KALRN_MOUSE	Kalrn	Kalirin	57	57	2.22209e+07	8.47722e+06	6.08965e+06	1.11875e+07	5.59874e+06	6.32705e+06	1.29304e+07	1.40916e+07	1.94695e+06	2.75474e+06	2.68633e+06	3.87515e+06	1.59092e+06	3.60898e+06	1.0549e+06	1.11479e+06	1.38802e+06	1.13694e+06	2.04538e+06	2.49724e+06
A2CG63	ARI4B_MOUSE	Arid4b	AT-rich interactive domain-containing protein 4B	2	2	544941	122799	270826	497221	161686		451929	115793		100112		135356		107368						
A2RSJ4	UH1BL_MOUSE	Uhrf1bp1l	UHRF1-binding protein 1-like	41	41	1.88943e+07	9.4737e+06	7.72759e+06	1.34739e+07	7.94813e+06	7.38022e+06	1.33501e+07	1.49371e+07	1.85196e+06	2.81044e+06	2.24532e+06	3.22922e+06	2.01801e+06	3.11265e+06	1.66541e+06	1.30154e+06	1.44891e+06	2.28416e+06	3.17352e+06	3.39839e+06
A2RSQ0	DEN5B_MOUSE	Dennd5b	DENN domain-containing protein 5B	20	20	5.79938e+06	2.16914e+06	1.39522e+06	2.57066e+06	1.37752e+06	1.94273e+06	2.2276e+06	2.13325e+06	412088	582876	602456	827078	500814	676902	356321	244471	215048	426858	495061	705534
A2RSX7	TYW5_MOUSE	Tyw5	tRNA wybutosine-synthesizing protein 5	5	5	7.9628e+06	1.91517e+06	1.7895e+06	3.45348e+06	2.12651e+06	1.89043e+06	3.12287e+06	2.88214e+06	99067.9	566609	380792	489913	219745	280379	56741.9		149886	197582	567483	391091
A2RSY1	KANL3_MOUSE	Kansl3	KAT8 regulatory NSL complex subunit 3	10	10	2.32933e+06	1.00319e+06	1.04683e+06	1.55052e+06	997737	1.02732e+06	1.51582e+06	1.42887e+06	231874	450658	513370	468512	256708	402808	199017	165698	166481	203236	584105	358623
A2RSY6	TRM1L_MOUSE	Trmt1l	TRMT1-like protein	10	10	1.54424e+06	937243	608188	895831	703185	643031	515524	404864		252122	211719	198440				126793				
A2RT60	HTRA4_MOUSE	Htra4	Serine protease HTRA4	1	1	746723	183625	188745	299896			245044		52369.3	54329.2		67065.9		56658.2				22452.8		
A2RT62	FXL16_MOUSE	Fbxl16	F-box/LRR-repeat protein 16	12	12	9.19783e+07	2.5935e+07	4.65554e+07	5.88799e+07	3.65493e+07	3.06188e+07	5.37858e+07	7.15209e+07	5.63123e+06	1.12482e+07	1.10711e+07	1.32419e+07	6.3517e+06	1.60398e+07	5.81202e+06	3.23004e+06	7.30957e+06	8.41019e+06	1.63516e+07	7.62444e+06
A2RT67	DEND3_MOUSE	Dennd3	DENN domain-containing protein 3	2	2	8398.08	8669.4	6307.05		6222.74		6137.15	12771												
A2RTL5	RSRC2_MOUSE	Rsrc2	Arginine/serine-rich coiled-coil protein 2	7	7	2.51338e+06	1.07099e+06	1.87573e+06	2.30327e+06	1.97083e+06	1.32782e+06	2.04086e+06	3.24998e+06	369048			178854					468064		516278	511345
A3KFM7	CHD6_MOUSE	Chd6	Chromodomain-helicase-DNA-binding protein 6	11	11	566451	162367	396454	260684	236388	182805	670772	826362		43906.3	64631.6	113636	56546.6	96627.6		68441.8		70420.9	61125.5	98210.6
A3KFX0	5NT1A_MOUSE	Nt5c1a	Cytosolic 5'-nucleotidase 1A	8	7	2.84363e+06	1.63236e+06	2.92609e+06	2.28322e+06	2.45893e+06	1.52841e+06	3.12921e+06	3.56986e+06	560941	795084	1.16294e+06	910917	404950	563481	414627	345111	354020	505400	620732	600962
A3KG59	P20D2_MOUSE	Pm20d2	Peptidase M20 domain-containing protein 2	2	2	1.32096e+06	171550	310851	317576	173568	95640.4	249276	297893	120317	222697	164086	79553.1	98064.1				74904.1	98803		118038
A3KGB4	TBC8B_MOUSE	Tbc1d8b	TBC1 domain family member 8B	5	5	31482.1	14503	17977.6	15911.2	11022.7		21323.9	26930.4			5104.45									
A3KGF9	CCD9B_MOUSE	Ccdc9b	Coiled-coil domain-containing protein 9B	6	6	551291	465592	224949	332648	412755	526429	213570	761480	166258	159296	201331			166706						89934.9
A3KGS3	RGPA2_MOUSE	Ralgapa2	Ral GTPase-activating protein subunit alpha-2	5	5	534200	388728	208299	315050	146360	413175	222730	295327	121704	93096.8		191200	72934.5	175121					89486.7	92569.6
A3KGV1	ODFP2_MOUSE	Odf2	Outer dense fiber protein 2	5	5	22746.6	6320.58	16321.6	10953.7	7904.81		19283.6	31179												
A3KMN5	LARGN_MOUSE	Prr16	Protein Largen	2	2	271239	162453		166793		147435														
A3KMP2	TTC38_MOUSE	Ttc38	Tetratricopeptide repeat protein 38	15	15	7.02564e+06	2.664e+06	1.40158e+06	3.61228e+06	1.5316e+06	1.79065e+06	2.99493e+06	5.5855e+06	493490	937151	635168	974945	681480	1.70794e+06		227814	427103	471822	970542	1.20633e+06
A4FUP9	GL1D1_MOUSE	Glt1d1	Glycosyltransferase 1 domain-containing protein 1	6	6	873988	203862	210524	220755			221713	428178		86166				180301						
A4Q9F0	TTLL7_MOUSE	Ttll7	Tubulin polyglutamylase TTLL7	17	17	3.76918e+06	1.46239e+06	977726	1.89976e+06	1.79481e+06	1.58044e+06	1.14673e+06	848765	344542	441015	452299	834811	428893	536581		137844		259499		342036
A6H5Y1	MPP9_MOUSE	Mphosph9	M-phase phosphoprotein 9	7	7	826107	266605	342438	585516	226723	184993	476867	382854	72447.5	124902		166194	164020	143682				113086	158179	183548
A6H5Y3	METH_MOUSE	Mtr	Methionine synthase	14	14	2.39049e+06	643223	407653	1.03736e+06	448498	450524	863686	1.11966e+06	232578	244823	209521	189633	219828	309643	43488.5		25476.6		139676	118047
A6H5Z3	EXC6B_MOUSE	Exoc6b	Exocyst complex component 6B	39	38	6.49747e+07	2.17509e+07	2.43228e+07	3.56915e+07	2.02052e+07	1.97089e+07	2.33628e+07	2.24637e+07	6.10488e+06	1.3268e+07	1.02761e+07	1.14653e+07	5.96593e+06	1.12228e+07	2.58241e+06	2.50609e+06	3.19003e+06	3.68497e+06	5.34562e+06	6.10911e+06
A6H603	NWD1_MOUSE	Nwd1	NACHT domain- and WD repeat-containing protein 1	4	4	347601	182073					90092.3	183233	63772.9		80261.5			133125					61180	
A6H611	MIPEP_MOUSE	Mipep	Mitochondrial intermediate peptidase	10	10	1.04525e+07	3.19241e+06	2.59024e+06	5.35579e+06	2.58305e+06	2.16514e+06	3.75268e+06	3.42305e+06	649852	809094	639227	1.62652e+06	1.00544e+06	1.14565e+06	619422	314455		709373	336504	715613
A6H619	PHRF1_MOUSE	Phrf1	PHD and RING finger domain-containing protein 1	7	7	457930	197319	143439	320450	138975	121439	198372	256498	30456.4	73953.5	51843.1	95470.9	37724	76940.9	43865	29819.1	30252	58155.7	68146.2	78764
A6H630	ARMT1_MOUSE	Armt1	Damage-control phosphatase ARMT1	12	12	2.09575e+07	6.36027e+06	1.36788e+07	1.02632e+07	5.02014e+06	4.12402e+06	1.32722e+07	2.43252e+07	999978	2.78553e+06	1.89403e+06	2.69981e+06	1.35698e+06	3.10902e+06	1.05629e+06	1.09275e+06	1.73163e+06	1.67921e+06	3.82874e+06	5.20427e+06
A6H687	SAC31_MOUSE	Sac3d1	SAC3 domain-containing protein 1	5	5	490278	258573		211220	192853	74777.1	65914.4	129885		41753.3	69861.6	107990	68702.9	93873.7						
A6H6A9	RBG1L_MOUSE	Rabgap1l	Rab GTPase-activating protein 1-like	16	16	9.06644e+06	4.25475e+06	1.96652e+06	4.5217e+06	2.1001e+06	1.98867e+06	3.67842e+06	4.42228e+06	680123	1.22581e+06	1.15897e+06	1.53747e+06	790052	2.11947e+06	359614	162879	132670	580728	964506	951924
A6H6E2	MMRN2_MOUSE	Mmrn2	Multimerin-2	4	4	221273	104166	132358	162256	126735	112984	127288	242634		79636.8	60370	69025.3	68893.4							99910.2
A6H8H2	DEN4C_MOUSE	Dennd4c	DENN domain-containing protein 4C	24	24	9.28644e+06	2.71362e+06	2.69865e+06	4.9808e+06	2.56081e+06	2.30018e+06	3.01474e+06	4.84996e+06	864357	1.51244e+06	1.08409e+06	1.90666e+06	829612	1.6702e+06	1.25328e+06	908680	847587	1.36505e+06	1.29568e+06	1.57237e+06
A6H8H5	KCNB2_MOUSE	Kcnb2	Potassium voltage-gated channel subfamily B member 2	11	11	2.94025e+06	1.67045e+06	1.44115e+06	3.00458e+06	2.29792e+06	1.80779e+06	2.59829e+06	3.2895e+06	471185	249516	464766	1.11559e+06	618736	773248		132923	362347	199698	380966	717562
A6X8Z5	RHG31_MOUSE	Arhgap31	Rho GTPase-activating protein 31	28	27	6.13227e+06	1.55069e+06	2.63285e+06	3.49445e+06	2.99925e+06	2.15313e+06	2.91529e+06	4.48486e+06	385088	922101	1.30586e+06	1.50075e+06	506794	1.24081e+06	589965	367752	719183	706966	1.02712e+06	945015
A6X919	D19L1_MOUSE	Dpy19l1	Probable C-mannosyltransferase DPY19L1	7	7	6.49942e+06	2.98918e+06	1.3243e+06	3.20151e+06	1.57866e+06	1.60144e+06	2.09537e+06	2.01657e+06	660117	640385	708822	943564	360270	790628	114999	258018	225613	431837	482279	322407
A6X935	ITIH4_MOUSE	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4	6	6	207243	151733	263178	295092	137912	117563	359249	399409	66020.6	97538.9	63961.5	83661.5		92809.5						101196
A8C756	THADA_MOUSE	Thada	Thyroid adenoma-associated protein homolog	8	8	4.07923e+07	9.28102e+06	1.86583e+06	1.09565e+07	4.94294e+06	1.03072e+07		1.07064e+06	1.773e+06	2.2917e+06	1.10032e+06	2.6966e+06	2.13394e+06	1.77104e+06						
A8Y5H7	S14L1_MOUSE	Sec14l1	SEC14-like protein 1	6	6	1.14503e+06	489218	269090	577866	264217	164921	618587	729594	115618	193458	240360	164081		229280						128467
A9Z1V5	VW5B1_MOUSE	Vwa5b1	von Willebrand factor A domain-containing protein 5B1	5	5	676632		664097	668937	1.19135e+06		564128	1.5395e+06	437779	536628	465109	742964		500135					412031	
B0F2B4	NLGN4_MOUSE	Nlgn4l	Neuroligin 4-like	16	16	3.66856e+06	2.41012e+06	886049	2.67903e+06	1.11014e+06	955634	1.37337e+06	1.53457e+06	376337	476060	447904	780316	448509	784370			212300	324646	417305	476414
B0V2N1	PTPRS_MOUSE	Ptprs	Receptor-type tyrosine-protein phosphatase S	54	53	1.07644e+08	4.75766e+07	2.8665e+07	7.25208e+07	3.78767e+07	3.34071e+07	5.3352e+07	5.19181e+07	1.24231e+07	2.37167e+07	1.90281e+07	2.40059e+07	1.20287e+07	3.00431e+07	4.751e+06	4.0077e+06	4.61008e+06	7.82699e+06	1.07951e+07	1.31163e+07
B1AQJ2	UBP36_MOUSE	Usp36	Ubiquitin carboxyl-terminal hydrolase 36	6	6	80422.9	46639.2	83215.1	72549.5	62275.5	73307	103416	127186		19491	18631.9	40299.1	1022.39	1567.1	49893.3	32143.9	49991	31946.8	655.265	49088.4
B1AR13	CISD3_MOUSE	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	8	8	8.64871e+07	5.22173e+07	6.15205e+07	5.53372e+07	7.48393e+07	5.39067e+07	6.72197e+07	5.06738e+07	1.57435e+07	2.66708e+07	3.39916e+07	4.97225e+07	1.81561e+07	1.95574e+07	1.0555e+07	1.03376e+07	1.60524e+07	2.32115e+07	3.68896e+07	1.97663e+07
B1ARW8	CA122_MOUSE		Uncharacterized protein C1orf122 homolog	2	2	770966	318289	361813	499547	553315	342886	939930	770423	56825.1	105090	158610	290991	114350	107414	90375.4	83976.8	123481	114691	214517	152475
B1AS29	GRIK3_MOUSE	Grik3	Glutamate receptor ionotropic, kainate 3	12	12	1.17904e+07	4.14257e+06	4.0453e+06	8.34342e+06	4.17145e+06	2.81765e+06	8.48393e+06	8.28128e+06	1.01541e+06	2.56131e+06	2.35739e+06	3.24137e+06	667206	2.35619e+06	206900	504279	445341	732303	812770	1.96349e+06
B1AUE5	PEX10_MOUSE	Pex10	Peroxisome biogenesis factor 10	4	4	367879	256211	123662	183153	150218	175967	100512	61841.8	103216	53380.4	92350.5	94863.8	65540.3	86553	14310.4		22446.4			54299.2
B1AUH1	PTPRU_MOUSE	Ptpru	Receptor-type tyrosine-protein phosphatase U	11	11	825407	350713	211921	522766	413289	341899	385881	622671	158181	193499	172774	247528	167807	265293	82901.3			85778.7	135319	130624
B1AVH7	TBD2A_MOUSE	Tbc1d2	TBC1 domain family member 2A	5	5	50725.3	13061.6	28698.9	26281.8	20852.3	17143.5	22228.5	17766.1												
B1AVY7	KI16B_MOUSE	Kif16b	Kinesin-like protein KIF16B	2	2		742196	990798	1.0075e+06			124636									122284				393460
B1AVZ0	UPP_MOUSE	Uprt	Uracil phosphoribosyltransferase homolog	15	15	5.61376e+06	2.70485e+06	4.84919e+06	2.44842e+06	1.66814e+06	1.55008e+06	5.37008e+06	1.10243e+07	338447	845179	1.02832e+06	1.20025e+06	388727	994281	1.19313e+06	438626	814281	940157	2.35934e+06	1.73731e+06
B1AWL2	ZN462_MOUSE	Znf462	Zinc finger protein 462	5	5	315438	165031	137359	271770	182155	174994	325175	309420												
B1AWN6	SCN2A_MOUSE	Scn2a	Sodium channel protein type 2 subunit alpha	51	34	6.7063e+07	4.32411e+07	2.83913e+07	4.55224e+07	2.79207e+07	2.86892e+07	5.93902e+07	6.87741e+07	6.20531e+06	1.00125e+07	1.11539e+07	2.37724e+07	9.12237e+06	1.94819e+07	4.96157e+06	5.99725e+06	7.38459e+06	6.81393e+06	1.23307e+07	1.44133e+07
B1AXD8	AKIR2_MOUSE	Akirin2	Akirin-2	6	6	593972	174968	246401	160137	128351	87415.6	274856	372612	35064.1	86657.9	76808.6	102173	44169	86209	56584.5	35459.1	86630.6	60036.1	101496	76931.7
B1AXH1	NHSL2_MOUSE	Nhsl2	NHS-like protein 2	41	41	2.22775e+07	1.17724e+07	1.89836e+07	1.80618e+07	1.9311e+07	1.65367e+07	2.16895e+07	2.87278e+07	4.0467e+06	6.08331e+06	7.65255e+06	9.7268e+06	3.77702e+06	8.42523e+06	2.94909e+06	2.64894e+06	4.11993e+06	2.87301e+06	6.98962e+06	5.15659e+06
B1AXP6	TOM5_MOUSE	Tomm5	Mitochondrial import receptor subunit TOM5 homolog	9	9	3.26949e+08	1.26344e+08	2.91185e+08	1.12099e+08	9.32113e+07	5.44708e+07	7.94199e+07	7.82988e+07	2.6142e+07	4.6745e+07	7.94191e+07	7.25791e+07	1.68463e+07	3.45375e+07	3.62535e+07	9.08147e+06	3.90361e+07	5.17399e+07	7.8322e+07	2.63368e+07
B1AXV0	FRS1L_MOUSE	Frrs1l	DOMON domain-containing protein FRRS1L	9	9	5.4915e+07	3.02143e+07	1.05404e+07	2.74492e+07	9.77988e+06	1.29263e+07	1.60111e+07	2.46454e+07	3.24024e+06	4.99807e+06	3.74274e+06	6.40222e+06	2.60961e+06	5.72842e+06	1.55359e+06	911750	1.84998e+06	2.75156e+06	3.86544e+06	4.20129e+06
B1AY10	NFX1_MOUSE	Nfx1	Transcriptional repressor NF-X1	33	33	6.56165e+06	4.37222e+06	4.91999e+06	4.30931e+06	6.86054e+06	6.23756e+06	5.10827e+06	6.37489e+06	1.00819e+06	1.30025e+06	1.72051e+06	2.42642e+06	1.15063e+06	1.53486e+06	1.04958e+06	898231	1.51103e+06	1.20815e+06	2.01848e+06	1.55676e+06
B1AY13	UBP24_MOUSE	Usp24	Ubiquitin carboxyl-terminal hydrolase 24	36	36	5.71335e+06	2.42412e+06	1.07308e+06	1.9973e+06	958526	1.23899e+06	1.89281e+06	1.80978e+06	442443	418443	465941	607957	425664	746836	551572	214624				494746
B1AYB6	MBD5_MOUSE	Mbd5	Methyl-CpG-binding domain protein 5	9	9	172997	131229	166413	211431	190530	146322	120791	103920	19123.4	14129	20542.3	17025.2		10821.6			19753.7			
B1AZA5	TM245_MOUSE	Tmem245	Transmembrane protein 245	7	7	4.26067e+06	2.55658e+06	937867	5.1394e+06	3.47821e+06	2.84429e+06	1.83558e+06	1.66406e+06	1.06058e+06	938974	907297	1.38787e+06	985986	1.75896e+06	468607	149693	200416	233027	162771	962655
B1AZI6	THOC2_MOUSE	Thoc2	THO complex subunit 2	25	25	1.41792e+07	6.63275e+06	9.40052e+06	9.85925e+06	8.18948e+06	8.74632e+06	1.70744e+07	1.98523e+07	1.15329e+06	1.82777e+06	2.50886e+06	3.77303e+06	2.10847e+06	3.08688e+06	2.52413e+06	2.11952e+06	2.83427e+06	2.03936e+06	3.95729e+06	4.13377e+06
B1AZP2	DLGP4_MOUSE	Dlgap4	Disks large-associated protein 4	44	44	8.77732e+07	3.99043e+07	7.5767e+07	6.34474e+07	5.91839e+07	5.79152e+07	8.01898e+07	1.054e+08	8.27186e+06	1.47384e+07	1.44406e+07	2.44797e+07	1.02563e+07	1.72362e+07	1.15276e+07	1.11777e+07	1.5319e+07	1.19029e+07	2.41437e+07	2.24856e+07
B2B9E1	TRIQK_MOUSE	Triqk	Triple QxxK/R motif-containing protein	4	4	8.25594e+06	5.18883e+06	886705	3.65526e+06	5.86663e+06	1.00745e+07	1.52322e+06	2.46232e+06	1.13543e+06	1.42052e+06	1.28863e+06	1.27857e+06	775452	1.02293e+06		201207	584943	315606		
B2KF05	BRPF3_MOUSE	Brpf3	Bromodomain and PHD finger-containing protein 3	2	2	11570.4		3269.81	4875.38			9115.09				5081.49			5924.23					3149.47	
B2RPU2	PLHD1_MOUSE	Plekhd1	Pleckstrin homology domain-containing family D member 1	3	3	85111.5	17708.1	20533.8	64576.6	16309.8	17013.4	39809.5	47802	8444.19		13614.2		7044.24		6226.96					
B2RQC2	UBP42_MOUSE	Usp42	Ubiquitin carboxyl-terminal hydrolase 42	6	6	93071.3	38690.9	81367.2	124335	52297.9	76380.5	141887	150092	34890.5	21366.1	27903.3	29704.3	16177.4	43992.1		10037.6			44529.7	39391.8
B2RQC6	PYR1_MOUSE	Cad	CAD protein	35	35	1.34686e+07	5.79681e+06	3.16333e+06	7.6861e+06	3.86808e+06	3.11228e+06	5.83784e+06	6.88042e+06	1.85851e+06	1.89102e+06	1.6167e+06	2.61533e+06	1.68184e+06	3.83376e+06	560385	254830	504759	373940	774277	1.35438e+06
B2RQE8	RHG42_MOUSE	Arhgap42	Rho GTPase-activating protein 42	6	6	393650	302087	205024	450859	162297	227226	290729	406316	106340		68687.8	177286	89498.1	128793	74465.5			105530	93860.2	109861
B2RR83	YTDC2_MOUSE	Ythdc2	3'-5' RNA helicase YTHDC2	37	37	6.35567e+06	2.85272e+06	1.66933e+06	2.87509e+06	2.04408e+06	2.29984e+06	2.19363e+06	1.93186e+06	498153	687915	744585	1.20232e+06	579275	910185	615150	559781	599647	680934	971588	752798
B2RRD7	BRPF1_MOUSE	Brpf1	Peregrin	2	2	896497	83623.4	169486	147680	148231		92556.9	269342			40442.2			88717.9						
B2RRE7	OTUD4_MOUSE	Otud4	OTU domain-containing protein 4	24	24	1.74691e+06	1.38301e+06	2.05484e+06	2.17732e+06	1.78585e+06	1.27969e+06	3.06647e+06	3.78632e+06	302545	554211	752997	792823	370792	765830	223270	368519	451209	377498	904778	628411
B2RRL2	JERKL_MOUSE	Jrkl	Jerky protein homolog-like	2	2	13035.9		24130.6			22778.6	6687.62				8283.34									
B2RS91	RRN3_MOUSE	Rrn3	RNA polymerase I-specific transcription initiation factor RRN3	1	1	130590	63225	18895.1	24116.4				60984.4			49489.1	17693.3							16686.8	
B2RSH2	GNAI1_MOUSE	Gnai1	Guanine nucleotide-binding protein G(i) subunit alpha-1	8	8	4.47126e+07	4.58988e+07	6.62923e+06	4.35853e+07	1.38702e+07	2.45471e+07	1.31137e+07	1.63103e+07	5.69112e+06	6.84602e+06	4.85194e+06	1.05449e+07	4.70487e+06	1.34442e+07	5.64081e+06	396424	1.23521e+06	1.01351e+06	1.40653e+06	5.40895e+06
B2RUJ5	APBA1_MOUSE	Apba1	Amyloid-beta A4 precursor protein-binding family A member 1	17	16	2.20784e+07	1.11327e+07	7.80842e+06	1.49921e+07	8.99108e+06	8.737e+06	1.50352e+07	2.01375e+07	2.23901e+06	2.65927e+06	1.98517e+06	3.68693e+06	2.66996e+06	3.98424e+06	1.28444e+06	867321	1.1211e+06	1.13221e+06	2.12087e+06	2.83443e+06
B2RUR8	OTU7B_MOUSE	Otud7b	OTU domain-containing protein 7B	18	18	1.71339e+07	7.28793e+06	7.23982e+06	1.13936e+07	7.9089e+06	8.01655e+06	1.31225e+07	1.62442e+07	2.23978e+06	3.51142e+06	3.09381e+06	3.79189e+06	3.08958e+06	5.11072e+06	513395	1.28199e+06	1.24896e+06	3.15949e+06	2.60125e+06	3.59622e+06
B2RVL6	ZCH24_MOUSE	Zcchc24	Zinc finger CCHC domain-containing protein 24	6	6	3.34603e+06	1.08979e+06	2.22431e+06	1.9425e+06	1.62338e+06	1.15361e+06	1.70821e+06	1.81482e+06	215308	400271	543366	782641	401592	321677	248835	175586	402666	327629	607312	447144
B2RWJ3	TM240_MOUSE	Tmem240	Transmembrane protein 240	3	3	1.38625e+07	5.10502e+06	7.95589e+06	4.67429e+06	3.95795e+06	5.01152e+06	5.9974e+06	3.54181e+06	1.85362e+06		2.71402e+06	3.14973e+06	2.41219e+06		1.72864e+06		2.01343e+06	2.20787e+06	2.96422e+06	2.2954e+06
B2RWS6	EP300_MOUSE	Ep300	Histone acetyltransferase p300	15	15	1.93116e+06	656843	874061	1.0266e+06	641141	510882	1.24586e+06	1.70404e+06	195932	212390	208094	215456	94058.3	190540	154444		178983	147124	211416	249676
B2RX14	TUT4_MOUSE	Tut4	Terminal uridylyltransferase 4	19	18	1.28906e+06	454560	973880	817578	673964	657543	833878	1.40813e+06	186734	262056	257557	344980	228535	262920	261366	205944	285282	176525	386447	346893
