Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_20_20260327231857.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_19_20260327221231.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_15_20260327210606.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_14_20260327195941.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_13_20260327185315.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_12_20260327174650.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_4_20260327164027.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_2_20260327153359.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_18_20260327120051.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_17_20260327105425.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_16_20260327094800.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_11_20260327062843.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_10_20260327052217.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_9_20260327041551.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_8_20260327030927.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_7_20260327020303.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_6_20260327005639.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_5_20260326235014.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_3_20260326224350.raw	\\MRC-ASTRAL\DataSSD\2026\03_March\20260323\20260324_KFaber_120017_DRI_X168_1_20260326203102.raw
Q9JIZ0	CMLO1_MOUSE	Cml1	Probable N-acetyltransferase CML1	2	1	553211	350531		355634	419179	133078	274249	147637		84456.7	66832.4	144038	48933.2	41976.3						
Q9JIZ9	PLS3_MOUSE	Plscr3	Phospholipid scramblase 3	2	2	810715	717701	71488.9	554198	138167	249335		287391	97091.4	74576.9	109972	169292	75763.9	301310						
Q9JJ06	C1GLT_MOUSE	C1galt1	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	1	1	146546	117260	53980.1	89485.5	135634		58663.1													
Q9JJ28	FLII_MOUSE	Flii	Protein flightless-1 homolog	35	35	1.26782e+07	6.80741e+06	2.68802e+06	8.2415e+06	3.60507e+06	3.7882e+06	4.55395e+06	4.32772e+06	1.83694e+06	1.67886e+06	1.82871e+06	2.56999e+06	1.33823e+06	2.9558e+06	949330	593231	631713	616574	817759	1.2402e+06
Q9JJ43	RFOX1_MOUSE	Rbfox1	RNA binding protein fox-1 homolog 1	5	5	1.48627e+06	829085	653781	902972	750593	467786	1.35128e+06	1.65568e+06	171176	265228	364767	548363	188679	400313	233088	320016	289527	448527	447694	537104
Q9JJ48	ZC3H8_MOUSE	Zc3h8	Zinc finger CCCH domain-containing protein 8	2	2							1696.56	6342.8							1656.74		1990.32			
Q9JJ59	ABCB9_MOUSE	Abcb9	ABC-type oligopeptide transporter ABCB9	10	10	5.16757e+06	2.77291e+06	678958	3.25282e+06	861685	1.07027e+06	1.26657e+06	988174	783342	610712	688728	791586	467532	1.30264e+06	486211		400251	551324	455367	419312
Q9JJ61	GLT16_MOUSE	Galnt16	Polypeptide N-acetylgalactosaminyltransferase 16	12	12	7.86451e+06	2.75951e+06	3.29281e+06	3.45906e+06	3.4685e+06	2.53993e+06	3.01786e+06	4.85625e+06	849744	1.52419e+06	2.01627e+06	1.44921e+06	680024	1.0383e+06	265211	349491	301305	788159	1.34288e+06	1.02181e+06
Q9JJ69	KCIP2_MOUSE	Kcnip2	Kv channel-interacting protein 2	3	2	130804	214692	183629	248371	121681	150941	268623	728330						150420						183648
Q9JJ80	RPF2_MOUSE	Rpf2	Ribosome production factor 2 homolog	10	10	6.59006e+06	3.38299e+06	3.07154e+06	3.32914e+06	4.13241e+06	3.61228e+06	3.99041e+06	1.89016e+06	1.05262e+06	1.26197e+06	1.74654e+06	1.92823e+06	1.00139e+06	1.2833e+06	295303	342845	543983	795362	1.57332e+06	739778
Q9JJ89	CCD86_MOUSE	Ccdc86	Coiled-coil domain-containing protein 86	8	8	1.06107e+06	488940	429314	772721	987696	1.04847e+06	872417	1.12635e+06	142703	85746.5	163830	166857		249658	110977	67301.9	252317	156980	339658	295373
Q9JJ94	SSNA1_MOUSE	Ssna1	Sjoegren syndrome nuclear autoantigen 1 homolog	1	1	1.5368e+06	55125.2	242823	754352	119614	128537	322380	443700	74667.6	80708.9	91845.1	41983	35168.1	143869						50184.9
Q9JJA2	COG8_MOUSE	Cog8	Conserved oligomeric Golgi complex subunit 8	5	5	1.42487e+06	556388	519571	925644	360433	344278	622443	795578	69467.4	200071	230986	354857	107742	313031	96935.5		99149.4			222145
Q9JJA4	WDR12_MOUSE	Wdr12	Ribosome biogenesis protein WDR12	4	4	161237	29515	46423.4	57828.2	32154.6	49558	151444	184450		36545	13194.6	25244.9			11741					6370.25
Q9JJA7	CCNL2_MOUSE	Ccnl2	Cyclin-L2	1	1	580307		266872	370973	323927	218787	583354	591319	19041.4	11861.1	77013.5	69347.6	83393.5	89578.8			104576		116404	113401
Q9JJA9	GRASP_MOUSE	Tamalin	General receptor for phosphoinositides 1-associated scaffold protein	11	11	7.49461e+06	4.00973e+06	8.16606e+06	5.98502e+06	8.50694e+06	6.59485e+06	7.35886e+06	1.00922e+07	1.43289e+06	2.20246e+06	2.97137e+06	2.34457e+06	1.03783e+06	2.24944e+06	726522	868311	1.55119e+06	1.07115e+06	1.98205e+06	1.73428e+06
Q9JJC6	RIPL1_MOUSE	Rilpl1	RILP-like protein 1	16	15	8.65129e+06	6.76656e+06	3.80667e+06	5.49839e+06	4.70201e+06	4.30211e+06	8.06634e+06	1.23051e+07	1.23056e+06	2.26622e+06	2.42276e+06	3.68101e+06	1.96807e+06	2.36353e+06	1.04e+06	788214	957466	1.49426e+06	1.76043e+06	3.8297e+06
Q9JJC9	HERP2_MOUSE	Herpud2	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein	3	3	3.83938e+06	1.71229e+06	1.97e+06	2.2828e+06	707504	1.08803e+06	3.36616e+06	2.94153e+06		650769	325244	658211	311016	833257	110884	178500		976988	1.67685e+06	849648
Q9JJD0	THA11_MOUSE	Thap11	THAP domain-containing protein 11	8	8	750532	383396	214330	528571	476356	211932	330124	182643	115694	114434	95981.9	192761	99044.7	117732			81110.3	92628.9	123071	
Q9JJE4	PAQR4_MOUSE	Paqr4	Progestin and adipoQ receptor family member 4	4	4	6.61749e+06	2.69823e+06	1.67404e+06	3.59345e+06	2.91979e+06	2.42601e+06	2.21484e+06	1.41237e+06	316653	522501	564184	1.13788e+06	665293	991169	117415		98301.7	217157	229116	540826
Q9JJE7	FADS3_MOUSE	Fads3	Fatty acid desaturase 3	3	3	1.23439e+06	810888	382159	891515	767088	586182	730927	437516	223236	243146	224428	274926	219143	324053		42336.7		77323.8	66699.2	185272
Q9JJF0	NP1L5_MOUSE	Nap1l5	Nucleosome assembly protein 1-like 5	3	3	2.58752e+06	803304	1.43007e+06	1.0497e+06	827583	1.03286e+06	1.27814e+06	1.73397e+07	93028.4	246697	445319	100699	340030	280233				216232	273919	194680
Q9JJF3	RIOX1_MOUSE	Riox1	Ribosomal oxygenase 1	15	15	1.79606e+07	1.08158e+07	3.07039e+06	1.34143e+07	1.35324e+07	1.61189e+07	7.20895e+06	4.35015e+06	3.55635e+06	3.15938e+06	4.82857e+06	5.94125e+06	2.32239e+06	3.53821e+06	316251	682768	646233	485403	479164	2.05419e+06
Q9JJF9	SPP2A_MOUSE	Sppl2a	Signal peptide peptidase-like 2A	1	1	611368	221821	527419	379352	482750	278985	298235	2.94404e+06												
Q9JJG0	TACC2_MOUSE	Tacc2	Transforming acidic coiled-coil-containing protein 2	15	15	2.92536e+06	1.22022e+06	1.8639e+06	1.76784e+06	1.37361e+06	992411	3.46408e+06	5.23862e+06	391364	549624	601611	515355	418426	810817	454090	249157	363049	516482	922053	843161
Q9JJG6	TMM47_MOUSE	Tmem47	Transmembrane protein 47	2	2	7809.15	5922.15	5402.69	8105.46	1956.49	4147.17		724.346						723.753						
Q9JJG9	NOA1_MOUSE	Noa1	Nitric oxide-associated protein 1	5	5	1.32984e+06	471016	411757	760674	457991	327269	767837	772389		183792	227332	52082.9	131207			78163.4			141726	95783.6
Q9JJH1	RNAS4_MOUSE	Rnase4	Ribonuclease 4	6	6	731702	537534	513863	320101	472205	252998	545366	225928	74502.1	168002	193133	295503	249416	292302	139334		250533	216386	561226	206985
Q9JJI6	PIGO_MOUSE	Pigo	GPI ethanolamine phosphate transferase 3	3	3	822254	291197		478124	206776	263026	197201	76082.6	63588.4	88144.5	140292	90663.5	34633.2	268928						
Q9JJI8	RL38_MOUSE	Rpl38	60S ribosomal protein L38	7	7	8.37027e+07	4.89012e+07	9.64253e+07	3.32855e+07	7.25219e+07	4.47921e+07	6.65668e+07	4.25791e+07	7.00875e+06	1.99019e+07	3.30341e+07	4.70198e+07	1.18815e+07	1.19032e+07	1.94498e+07	1.62362e+07	2.59131e+07	2.75605e+07	4.59137e+07	2.23888e+07
Q9JJJ7	PORCN_MOUSE	Porcn	Protein-serine O-palmitoleoyltransferase porcupine	3	3	19887.6	8689.34	12007.3	15849.5	5346.09		8405.04													
Q9JJK2	LANC2_MOUSE	Lancl2	LanC-like protein 2	26	26	2.27409e+07	1.1076e+07	5.9355e+06	7.9855e+06	4.87688e+06	3.99348e+06	6.82519e+06	9.23675e+06	2.12644e+06	2.59054e+06	2.26843e+06	2.76029e+06	1.71785e+06	2.40835e+06	1.48412e+06	146263	296318	230475	854661	1.59777e+06
Q9JJL8	SYSM_MOUSE	Sars2	Serine--tRNA ligase, mitochondrial	19	19	3.02225e+07	1.11616e+07	1.00033e+07	1.91746e+07	1.10398e+07	9.28794e+06	1.24323e+07	1.35682e+07	3.06715e+06	5.34358e+06	4.6726e+06	6.15317e+06	3.29854e+06	5.62463e+06	1.16985e+06	842834	1.13545e+06	2.38146e+06	2.58384e+06	3.04379e+06
Q9JJN5	CBPN_MOUSE	Cpn1	Carboxypeptidase N catalytic chain	5	5	433231	110964	175966	142554	213142	81451	149008	103726	89114.8	833.808		74619.6		63745						
Q9JJN6	CNBP1_MOUSE	Ctnnbip1	Beta-catenin-interacting protein 1	2	2	17751.4	10705	24757.8	11159.6	15937.4	8421.63	14474.1	37473.5												
Q9JJQ0	PIGB_MOUSE	Pigb	GPI mannosyltransferase 3	2	2		761513		1.08656e+06			481572	247562						324816						232910
Q9JJR8	TMM9B_MOUSE	Tmem9b	Transmembrane protein 9B	8	6	1.22103e+07	1.0219e+07	4.44156e+06	1.04282e+07	8.00454e+06	6.79728e+06	7.40074e+06	5.3366e+06	2.31992e+06	3.71679e+06	2.99936e+06	5.47754e+06	2.29974e+06	3.32486e+06	1.16039e+06	1.27758e+06	1.42108e+06	1.75042e+06	2.07156e+06	2.57452e+06
Q9JJR9	NRIP3_MOUSE	Nrip3	Nuclear receptor-interacting protein 3	12	12	4.82368e+06	2.88787e+06	4.59178e+06	4.28853e+06	4.22815e+06	3.83775e+06	4.68491e+06	4.82086e+06	1.11829e+06	1.13349e+06	947794	1.72304e+06	817949	1.26116e+06	603074	697173	847861	745158	1.07574e+06	1.23542e+06
Q9JJT0	RCL1_MOUSE	Rcl1	RNA 3'-terminal phosphate cyclase-like protein	4	4	698833	249605	84535.6	514920	404918	297567	116623	185518	99908.9	142669	238742	119994	90012.4	77867.7		93059.4				103179
Q9JJT9	PHAX_MOUSE	Phax	Phosphorylated adapter RNA export protein	10	10	6.12343e+06	2.26827e+06	2.94469e+06	2.91443e+06	1.3997e+06	1.35868e+06	3.20827e+06	5.72701e+06	720470	1.07883e+06	600530	1.45907e+06	722098	1.20371e+06	406577	258049	127043	694704	1.82313e+06	1.1166e+06
Q9JJU8	SH3L1_MOUSE	Sh3bgrl	SH3 domain-binding glutamic acid-rich-like protein	9	9	2.34096e+07	1.29949e+07	1.1256e+07	1.56661e+07	1.03016e+07	9.95183e+06	1.89133e+07	2.78793e+07	3.79761e+06	6.65985e+06	5.55358e+06	7.82347e+06	3.49391e+06	7.44564e+06	3.68154e+06	1.5263e+06	2.31834e+06	3.14317e+06	7.35598e+06	4.8355e+06
Q9JJV2	PROF2_MOUSE	Pfn2	Profilin-2	16	16	8.37213e+08	4.22878e+08	5.03972e+08	5.36014e+08	4.31613e+08	3.28139e+08	7.52666e+08	6.65329e+08	6.71928e+07	2.2768e+08	1.99232e+08	2.44303e+08	1.12756e+08	2.04464e+08	8.9024e+07	5.63501e+07	1.062e+08	1.77873e+08	3.21307e+08	1.85863e+08
Q9JJV4	CCG4_MOUSE	Cacng4	Voltage-dependent calcium channel gamma-4 subunit	3	3	182391	89231.8	83938.5	126653	87378.4		96746.6	169981	38883.3	60230.5	53425.9		48459.2	98021.9		7521.77		49979	27554.6	
Q9JJV5	CCG3_MOUSE	Cacng3	Voltage-dependent calcium channel gamma-3 subunit	17	15	1.19448e+08	4.76399e+07	3.65899e+07	7.67312e+07	6.16713e+07	5.18726e+07	9.11161e+07	9.26938e+07	7.59153e+06	1.36167e+07	1.20549e+07	1.43189e+07	7.46348e+06	1.38261e+07	6.69838e+06	8.25947e+06	7.10768e+06	6.13624e+06	1.06257e+07	1.71445e+07
Q9JJW0	PXMP4_MOUSE	Pxmp4	Peroxisomal membrane protein 4	4	4	832711	986959	1.16834e+06	588134	1.33041e+06	475349	1.38007e+06	272523	306025	516965	830036	581495	215954	168297	212543	243813	295833	366926	540384	281528
Q9JJW6	ALRF2_MOUSE	Alyref2	Aly/REF export factor 2	1	1	583432			304432	816554	1.0917e+06				134832	218939	296031					314616			
Q9JJX6	P2RX4_MOUSE	P2rx4	P2X purinoceptor 4	1	1	24315.6	11288.5	7574.77	26635.9	21315.9	11159.7			8035.22	5706.48		12557.2		15301.6						
Q9JJX7	TYDP2_MOUSE	Tdp2	Tyrosyl-DNA phosphodiesterase 2	4	4	179263	70353.8	33618.1	69191.9		33186.3	61878	50897	24051.4	48525.2	51823.4	21267.6		46570				36325.5	43104.9	
Q9JJY3	NSMA2_MOUSE	Smpd3	Sphingomyelin phosphodiesterase 3	16	16	3.46014e+07	1.91503e+07	2.20049e+07	3.15567e+07	2.07338e+07	1.64734e+07	2.95506e+07	3.6989e+07	5.2638e+06	9.83356e+06	8.92301e+06	1.1912e+07	6.27625e+06	1.70881e+07	4.4682e+06	3.12391e+06	4.74838e+06	5.20239e+06	6.15509e+06	1.02091e+07
Q9JJY4	DDX20_MOUSE	Ddx20	Probable ATP-dependent RNA helicase DDX20	22	22	4.92133e+06	2.07546e+06	2.11429e+06	3.4796e+06	2.04212e+06	1.54571e+06	3.41187e+06	5.27875e+06	632702	787056	766440	1.03083e+06	640434	1.33328e+06	348341	425980	435583	493228	806076	933326
Q9JJZ2	TBA8_MOUSE	Tuba8	Tubulin alpha-8 chain	13	9	1.20179e+09	4.43323e+08	2.06761e+08	5.21836e+08	2.44119e+08	2.0378e+08	4.92947e+08	5.25141e+08	2.46859e+07	9.08287e+07	5.33714e+07	6.64295e+07	2.30825e+07	4.66942e+07	1.05295e+07	1.11524e+07	6.94412e+06	3.58226e+07	8.33767e+07	6.5329e+07
Q9JJZ4	UB2J1_MOUSE	Ube2j1	Ubiquitin-conjugating enzyme E2 J1	8	8	8.79868e+06	5.65934e+06	4.92473e+06	6.05923e+06	4.31368e+06	3.63544e+06	8.72494e+06	9.18094e+06	1.03653e+06	1.20749e+06	1.64879e+06	2.01957e+06	1.26665e+06	1.05978e+06	356940	423562	547267	1.19419e+06	1.83068e+06	1.67068e+06
Q9JJZ6	KLF13_MOUSE	Klf13	Krueppel-like factor 13	10	10	2.92823e+06	1.52343e+06	1.94957e+06	2.35435e+06	2.57079e+06	1.72159e+06	1.92674e+06	1.42839e+06	373817	511076	850459	789944	380306	502473	355586	273432	478647	421086	418859	367131
Q9JK23	PSMG1_MOUSE	Psmg1	Proteasome assembly chaperone 1	9	9	5.32425e+06	1.9005e+06	2.20157e+06	3.1713e+06	1.46352e+06	1.08974e+06	2.28929e+06	3.11668e+06	413500	582693	591270	833718	340072	727025		244071	282363	296731	582564	328131
Q9JK38	GNA1_MOUSE	Gnpnat1	Glucosamine 6-phosphate N-acetyltransferase	2	2	789763	216490	230576	349195	200992	118677	656219	517484	42297.8	267767	192901	176396	68712.2	64126.2			67691		306754	123525
Q9JK42	PDK2_MOUSE	Pdk2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	18	15	3.43625e+07	1.1948e+07	1.84676e+07	1.96856e+07	1.29309e+07	1.02024e+07	2.00058e+07	2.81971e+07	2.95506e+06	5.4453e+06	5.08047e+06	5.17856e+06	2.3163e+06	4.09853e+06	2.31543e+06	1.25504e+06	1.81216e+06	2.69819e+06	4.57182e+06	3.98907e+06
Q9JK45	KCNQ5_MOUSE	Kcnq5	Potassium voltage-gated channel subfamily KQT member 5	23	21	4.99614e+06	3.37773e+06	1.77759e+06	2.77517e+06	2.24752e+06	2.18508e+06	2.24668e+06	1.73684e+06	618416	553658	700500	1.10018e+06	529229	929552	319866	198559	390123	402857	529468	707394
Q9JK48	SHLB1_MOUSE	Sh3glb1	Endophilin-B1	14	14	7.67055e+07	2.97935e+07	3.94134e+07	5.45425e+07	2.57727e+07	2.90055e+07	3.90542e+07	8.4711e+07	9.16871e+06	1.78196e+07	1.23593e+07	2.1915e+07	1.13464e+07	2.9329e+07	7.36412e+06	3.69098e+06	7.57247e+06	6.6788e+06	1.23908e+07	1.68001e+07
Q9JK53	PRELP_MOUSE	Prelp	Prolargin	26	26	2.18345e+07	1.85395e+07	2.37059e+07	8.21975e+06	1.09171e+07	5.6987e+06	2.93203e+07	1.9781e+07	2.6617e+06	3.61542e+06	4.22374e+06	1.33539e+07	6.37984e+06	2.00892e+06	1.56453e+06	1.68915e+06	4.2612e+06	3.14526e+06	1.45351e+07	7.21538e+06
Q9JK81	MYG1_MOUSE	Myg1	MYG1 exonuclease	17	17	3.24029e+07	1.43347e+07	1.06231e+07	2.13597e+07	1.06147e+07	1.19772e+07	1.71516e+07	3.08287e+07	2.58297e+06	6.07893e+06	3.16896e+06	3.91352e+06	4.50184e+06	8.28855e+06	1.53641e+06	1.23727e+06	2.35894e+06	3.12959e+06	7.86491e+06	6.09459e+06
Q9JK83	PAR6B_MOUSE	Pard6b	Partitioning defective 6 homolog beta	5	5	1.24338e+07	6.95834e+06	2.50882e+06	9.37807e+06	4.82286e+06	2.92633e+06	5.37759e+06	4.05604e+06	1.92504e+06	1.79207e+06	2.36238e+06	4.19864e+06	1.53313e+06	2.77812e+06		954992	1.37805e+06	1.35322e+06	2.20926e+06	1.95515e+06
Q9JK92	HSPB8_MOUSE	Hspb8	Heat shock protein beta-8	8	8	3.10091e+06	1.86004e+06	3.37155e+06	2.99847e+06	2.05882e+06	2.43723e+06	4.3093e+06	5.34056e+06	257660	726685	677444	1.69389e+06	581195	1.40414e+06	426292		340741	263209	875396	1.23418e+06
Q9JK97	KCNQ4_MOUSE	Kcnq4	Potassium voltage-gated channel subfamily KQT member 4	1	1	2.30136e+06	3.75667e+06		2.76639e+06	1.34279e+06	1.0056e+06	503801	421429	307624	489880	433995	535953	294954	622632					125623	
Q9JKB1	UCHL3_MOUSE	Uchl3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	11	7	2.66118e+07	7.29829e+06	1.03508e+07	1.03476e+07	6.02856e+06	4.43211e+06	1.70692e+07	3.80338e+07	792176	1.94425e+06	1.89437e+06	1.64694e+06		1.45923e+06	962914		605117	833307	1.81875e+06	2.83277e+06
Q9JKB3	YBOX3_MOUSE	Ybx3	Y-box-binding protein 3	15	9	1.21551e+07	7.11649e+06	1.43584e+07	9.3259e+06	1.70939e+07	8.92913e+06	2.40025e+07	1.72925e+07	2.2826e+06	3.25319e+06	7.40812e+06	6.67175e+06	2.47249e+06	2.67013e+06	4.90889e+06	5.24485e+06	4.81609e+06	7.57457e+06	9.91783e+06	6.10997e+06
Q9JKC6	CEND_MOUSE	Cend1	Cell cycle exit and neuronal differentiation protein 1	11	11	2.26661e+09	1.53068e+09	9.96673e+08	1.59676e+09	1.25582e+09	1.10497e+09	1.44485e+09	2.30763e+09	5.00813e+08	7.95811e+08	6.01226e+08	7.40181e+08	5.71108e+08	6.70857e+08	1.91884e+08	2.1732e+08	2.713e+08	4.61425e+08	4.10025e+08	7.01386e+08
Q9JKC7	AP4M1_MOUSE	Ap4m1	AP-4 complex subunit mu-1	5	5	496464	180182	93431.6	224837	108208		227382	75936.4	78853.4		31885.7	180416	84705.4	90007.3					68852	
Q9JKC8	AP3M1_MOUSE	Ap3m1	AP-3 complex subunit mu-1	10	10	4.80334e+07	1.23342e+07	1.29374e+07	2.3109e+07	1.70383e+07	1.45167e+07	2.02866e+07	1.96399e+07	2.2178e+06	5.49102e+06	4.19175e+06	4.00613e+06	2.14335e+06	4.0867e+06	838767	1.51546e+06	1.6547e+06	2.68766e+06	3.85005e+06	2.18062e+06
Q9JKD3	SCAM5_MOUSE	Scamp5	Secretory carrier-associated membrane protein 5	4	4	5.48121e+07	3.56086e+07	2.0125e+07	3.30909e+07	2.96012e+07	2.16335e+07	4.56641e+07	6.27086e+07	7.80772e+06	1.69164e+07	1.92102e+07	2.00935e+07	8.4863e+06	1.45769e+07	3.95466e+06	5.12916e+06	3.10736e+06	6.09797e+06	1.01827e+07	8.91037e+06
Q9JKF1	IQGA1_MOUSE	Iqgap1	Ras GTPase-activating-like protein IQGAP1	44	41	9.80221e+06	3.89547e+06	3.57794e+06	4.31358e+06	3.07545e+06	3.30208e+06	4.09356e+06	6.08041e+06	1.16499e+06	930935	1.56476e+06	1.72913e+06	970230	1.32077e+06	714673	468161	521444	625260	1.0195e+06	1.04429e+06
Q9JKF6	NECT1_MOUSE	Nectin1	Nectin-1	8	8	9.37039e+06	5.18078e+06	2.72944e+06	4.76137e+06	3.09657e+06	2.19525e+06	6.53456e+06	1.45331e+07	770338	1.20345e+06	986086	910184	731924	1.25871e+06		333574	590498	386258	768967	981631
Q9JKF7	RM39_MOUSE	Mrpl39	39S ribosomal protein L39, mitochondrial	16	16	2.94639e+07	1.17057e+07	1.10673e+07	1.86569e+07	1.11575e+07	7.5736e+06	1.58335e+07	1.87918e+07	1.99646e+06	3.43114e+06	2.47308e+06	4.17971e+06	2.10684e+06	3.68183e+06	1.11058e+06	1.10995e+06	1.21193e+06	1.98996e+06	2.41568e+06	2.09522e+06
Q9JKK1	STX6_MOUSE	Stx6	Syntaxin-6	10	10	3.11557e+07	1.52028e+07	3.97402e+06	1.7714e+07	9.25101e+06	6.22005e+06	9.8004e+06	5.60736e+06	3.69614e+06	3.46037e+06	5.05688e+06	5.09726e+06	1.1639e+06	2.44052e+06	166841	507136	345183	814182		1.04909e+06
Q9JKK7	TMOD2_MOUSE	Tmod2	Tropomodulin-2	24	22	1.73308e+08	8.45223e+07	1.50376e+08	9.10338e+07	8.40354e+07	6.89207e+07	1.95198e+08	3.71767e+08	1.558e+07	3.2714e+07	2.77063e+07	3.7504e+07	1.83463e+07	3.55185e+07	2.20922e+07	1.44923e+07	2.2984e+07	3.00401e+07	7.20048e+07	5.40339e+07
Q9JKL5	CHP3_MOUSE	Tesc	Calcineurin B homologous protein 3	9	9	6.49468e+06	1.51615e+06	2.48387e+06	2.81639e+06	813027	1.39989e+06	4.73345e+06	1.24057e+07	556988	758674	597282	789841	542344	1.43099e+06				491070	734421	1.63346e+06
Q9JKM7	RAB37_MOUSE	Rab37	Ras-related protein Rab-37	1	1	148643			1516.34		25856.7														
Q9JKN5	OLIG1_MOUSE	Olig1	Oligodendrocyte transcription factor 1	13	12	3.48752e+06	1.8908e+06	2.57188e+06	1.62832e+06	1.38773e+06	1.24828e+06	1.87739e+06	1.25428e+06	418094	961722	1.03514e+06	1.54786e+06	675012	817637	525537	458309	1.13211e+06	1.37521e+06	1.50361e+06	632334
Q9JKN6	NOVA1_MOUSE	Nova1	RNA-binding protein Nova-1	28	28	5.82031e+07	2.28503e+07	1.81184e+07	2.6296e+07	1.82043e+07	1.48346e+07	3.7814e+07	4.15751e+07	4.13255e+06	7.8594e+06	7.57894e+06	9.84265e+06	6.74264e+06	7.61074e+06	3.27206e+06	3.49192e+06	4.20354e+06	9.02203e+06	1.13747e+07	1.03265e+07
Q9JKP5	MBNL1_MOUSE	Mbnl1	Muscleblind-like protein 1	2	1	7.27947e+06	2.49091e+06	1.31467e+06	2.50382e+06	2.08402e+06	2.26312e+06	2.0386e+06	2.23287e+06	1.03166e+06	1.63291e+06	994375	1.43387e+06	1.16914e+06	1.23474e+06	634915	324089		986020	1.81202e+06	948669
Q9JKP7	DPOE3_MOUSE	Pole3	DNA polymerase epsilon subunit 3	1	1	589534	174314	301438	246568	115212	109992	360690	1.29178e+06	52710	60496.2	53222.1	98165.1	47211.4	180618						
Q9JKP8	CHRC1_MOUSE	Chrac1	Chromatin accessibility complex protein 1	1	1	630262	187923	87701	294594	144531	165798	294856	680259		83898.7	40122.2	91098.9	57677.6	88584.1					103621	55675.8
Q9JKR6	HYOU1_MOUSE	Hyou1	Hypoxia up-regulated protein 1	47	47	1.0476e+08	4.78638e+07	4.42578e+07	6.74441e+07	4.5231e+07	3.7914e+07	6.35143e+07	6.09434e+07	5.83795e+06	1.22586e+07	1.54514e+07	2.05855e+07	8.55462e+06	1.36466e+07	5.90205e+06	6.23462e+06	6.05767e+06	7.95069e+06	1.16074e+07	1.16262e+07
Q9JKS4	LDB3_MOUSE	Ldb3	LIM domain-binding protein 3	11	11	1.25322e+06	504262	1.01273e+06	768346	578078	522538	908396	1.31298e+06	205909	210975	175605	325717	285082	316703	117783	97330.2	184693	157590	238309	340141
Q9JKS5	HABP4_MOUSE	Habp4	Intracellular hyaluronan-binding protein 4	20	20	2.00585e+07	1.53112e+07	1.26903e+07	1.84825e+07	1.95452e+07	2.11844e+07	1.5087e+07	2.1214e+07	4.99735e+06	5.82099e+06	6.41021e+06	9.27311e+06	4.19544e+06	5.95157e+06	2.44383e+06	4.27789e+06	5.45586e+06	2.93503e+06	4.62032e+06	6.22573e+06
Q9JKV1	ADRM1_MOUSE	Adrm1	Proteasomal ubiquitin receptor ADRM1	6	6	4.78521e+07	2.56932e+07	2.0459e+07	4.80221e+07	3.58346e+07	2.88336e+07	3.29006e+07	3.43799e+07	7.54618e+06	1.02544e+07	7.8134e+06	1.68551e+07	1.15771e+07	2.01871e+07	5.82424e+06	1.56643e+06	1.75506e+06	1.86896e+06	1.98099e+06	1.13631e+07
Q9JKV2	CILK1_MOUSE	Cilk1	Serine/threonine-protein kinase ICK	4	4	1.15054e+06	276567	452452	564358	543567	718789	431735		389052					374961				297273	261189	
